booking_id,property_id,platform,guest_name,booking_date,checkin_date,checkout_date,stay_nights,gross_booking_revenue,cleaning_fee,platform_fee,management_fee,maintenance_cost,total_cost,profit,avg_nightly_rate,review_rating,occupancy_status
BK002278,PROP010,Vrbo,Kimberley Fox,2025-08-11,2025-08-16,2025-08-19,3,612.12,60,18.36,122.42,33.11,111.47,500.65,204.04,4.5,Completed
BK002279,PROP010,Vrbo,Leanne Williams,2025-06-20,2025-08-19,2025-08-26,7,1562.12,80,46.86,312.42,53.35,180.21,1381.91,223.16,4.8,Completed
BK002280,PROP010,Booking.com,Mark Richards,2025-07-18,2025-08-26,2025-08-28,2,418.86,80,12.57,83.77,57.88,150.45,268.41,209.43,5.0,Completed
BK002281,PROP010,Airbnb,Gareth Hughes,2025-08-22,2025-08-28,2025-09-04,7,1558.69,90,46.76,311.74,42.35,179.10999999999999,1379.58,222.67,4.3,Completed
BK002282,PROP010,Airbnb,Jason Thomas,2025-07-10,2025-09-05,2025-09-10,5,754.05,50,22.62,150.81,24.65,97.27000000000001,656.78,150.81,,Completed
BK002283,PROP010,Airbnb,Ms Hayley Clarke,2025-07-26,2025-09-10,2025-09-14,4,578.64,80,17.36,115.73,45.83,143.19,435.45,144.66,4.9,Completed
BK002284,PROP010,Booking.com,Ms Linda Tomlinson,2025-07-23,2025-09-14,2025-09-19,5,807.7,50,24.23,161.54,15.18,89.41,718.29,161.54,4.5,Completed
BK002285,PROP010,Booking.com,Ms Elaine Joyce,2025-09-05,2025-09-19,2025-09-21,2,280.36,60,8.41,56.07,28.32,96.72999999999999,183.63,140.18,4.6,Completed
BK002286,PROP010,Airbnb,Kimberley Green-Ford,2025-08-03,2025-09-21,2025-09-26,5,681.0,60,20.43,136.2,23.23,103.66000000000001,577.34,136.2,4.7,Completed
BK002287,PROP010,Booking.com,Jean May-Black,2025-08-31,2025-09-26,2025-10-01,5,843.75,80,25.31,168.75,47.63,152.94,690.81,168.75,4.5,Completed
BK002288,PROP010,Airbnb,Denise Mitchell,2025-09-10,2025-10-01,2025-10-08,7,1182.44,80,35.47,236.49,26.53,142.0,1040.44,168.92,4.7,Completed
BK002289,PROP010,Airbnb,Jordan Carr,2025-08-31,2025-10-08,2025-10-12,4,490.08,90,14.7,98.02,11.79,116.49000000000001,373.59,122.52,4.6,Completed
BK002290,PROP010,Airbnb,Mr Nicholas Burton,2025-08-23,2025-10-12,2025-10-14,2,267.48,60,8.02,53.5,54.01,122.03,145.45,133.74,4.5,Completed
BK002291,PROP010,Airbnb,Leonard Rowley-Lowe,2025-08-25,2025-10-14,2025-10-18,4,628.44,60,18.85,125.69,38.38,117.22999999999999,511.21,157.11,5.0,Completed
BK002292,PROP010,Booking.com,Dr Natalie Bennett,2025-10-05,2025-10-18,2025-10-25,7,1113.42,70,33.4,222.68,17.72,121.12,992.3,159.06,4.3,Completed
BK002293,PROP010,Airbnb,Hugh Burke,2025-10-06,2025-10-25,2025-10-31,6,903.66,70,27.11,180.73,52.96,150.07,753.59,150.61,4.4,Completed
BK002294,PROP010,Airbnb,Bruce Harding-Wright,2025-10-11,2025-11-01,2025-11-04,3,560.85,90,16.83,112.17,25.15,131.98,428.87,186.95,4.7,Completed
BK002295,PROP010,Vrbo,Ms Joanna Hardy,2025-10-06,2025-11-05,2025-11-12,7,1132.74,90,33.98,226.55,47.27,171.25,961.49,161.82,5.0,Completed
BK002296,PROP010,Airbnb,Keith Hayes,2025-10-01,2025-11-12,2025-11-18,6,1029.72,60,30.89,205.94,58.62,149.51,880.21,171.62,4.9,Completed
BK002297,PROP010,Booking.com,Mohammad West-Bell,2025-10-14,2025-11-19,2025-11-23,4,661.88,90,19.86,132.38,28.72,138.57999999999998,523.3,165.47,4.6,Completed
BK002298,PROP010,Booking.com,Hannah Hopkins,2025-11-19,2025-11-24,2025-11-30,6,1023.6,80,30.71,204.72,18.77,129.48000000000002,894.12,170.6,4.7,Completed
BK002299,PROP010,Airbnb,Abdul Wilson,2025-11-08,2025-11-30,2025-12-04,4,705.04,60,21.15,141.01,25.47,106.62,598.42,176.26,4.8,Completed
BK002300,PROP010,Airbnb,Leon Rowe,2025-10-31,2025-12-04,2025-12-11,7,894.11,50,26.82,178.82,42.5,119.32,774.79,127.73,4.6,Completed
BK002301,PROP010,Booking.com,Mr Julian Burrows,2025-10-17,2025-12-11,2025-12-18,7,1171.52,50,35.15,234.3,52.0,137.15,1034.37,167.36,4.7,Completed
BK002302,PROP010,Airbnb,Julia Doherty,2025-11-03,2025-12-18,2025-12-21,3,608.61,60,18.26,121.72,28.18,106.44,502.17,202.87,4.5,Completed
BK002303,PROP010,Airbnb,Dr Gregory Cooke,2025-11-12,2025-12-21,2025-12-25,4,672.28,90,20.17,134.46,13.36,123.53,548.75,168.07,4.5,Completed
BK002304,PROP010,Airbnb,Adrian Cameron,2025-12-05,2025-12-25,2025-12-27,2,341.18,50,10.24,68.24,32.33,92.57,248.61,170.59,4.9,Completed
BK002305,PROP011,Booking.com,Tina Young,2022-12-17,2023-01-02,2023-01-05,3,374.4,60,11.23,74.88,21.42,92.65,281.75,124.8,5.0,Completed
BK002306,PROP011,Airbnb,Dr Tony Patel,2022-12-19,2023-01-05,2023-01-11,6,631.98,70,18.96,126.4,37.6,126.56,505.42,105.33,4.9,Completed
BK002307,PROP011,Airbnb,Samuel Davidson,2022-12-23,2023-01-12,2023-01-15,3,315.45,90,9.46,63.09,25.14,124.60000000000001,190.85,105.15,5.0,Completed
BK002308,PROP011,Airbnb,Reece Brooks,2022-11-21,2023-01-15,2023-01-21,6,756.18,80,22.69,151.24,33.21,135.9,620.28,126.03,4.2,Completed
BK002309,PROP011,Airbnb,Bethany Tomlinson,2023-01-12,2023-01-22,2023-01-26,4,424.4,50,12.73,84.88,19.82,82.55000000000001,341.85,106.1,4.6,Completed
BK002310,PROP011,Airbnb,Miss Zoe White,2022-12-21,2023-01-26,2023-01-29,3,339.36,50,10.18,67.87,37.12,97.3,242.06,113.12,4.8,Completed
BK002311,PROP011,Booking.com,Mrs Joanna Harris,2023-01-17,2023-01-29,2023-02-04,6,748.68,50,22.46,149.74,39.09,111.55000000000001,637.13,124.78,4.5,Completed
BK002312,PROP011,Airbnb,Peter Owen,2022-12-13,2023-02-04,2023-02-11,7,724.29,60,21.73,144.86,39.45,121.18,603.11,103.47,4.2,Completed
BK002313,PROP011,Airbnb,Beverley Jones-Hill,2023-01-07,2023-02-12,2023-02-14,2,198.56,70,5.96,39.71,47.73,123.69,74.87,99.28,4.8,Completed
BK002314,PROP011,Airbnb,Martin Roberts,2023-01-01,2023-02-16,2023-02-20,4,484.52,90,14.54,96.9,34.16,138.7,345.82,121.13,4.9,Completed
BK002315,PROP011,Airbnb,Dr Dale Rowe,2023-01-11,2023-02-20,2023-02-24,4,378.0,90,11.34,75.6,22.45,123.79,254.21,94.5,4.5,Completed
BK002316,PROP011,Booking.com,Joe Baker-Conway,2023-02-08,2023-02-24,2023-02-28,4,464.28,80,13.93,92.86,15.57,109.5,354.78,116.07,4.6,Completed
BK002317,PROP011,Airbnb,Mr Andrew Lord,2023-01-23,2023-02-28,2023-03-02,2,224.12,70,6.72,44.82,54.67,131.39,92.73,112.06,4.3,Completed
BK002318,PROP011,Booking.com,Beth Clarke,2023-02-19,2023-03-02,2023-03-05,3,376.62,50,11.3,75.32,48.02,109.32,267.3,125.54,4.5,Completed
BK002319,PROP011,Airbnb,Eleanor Hall,2023-02-22,2023-03-05,2023-03-09,4,571.92,90,17.16,114.38,51.13,158.29,413.63,142.98,4.9,Completed
BK002320,PROP011,Airbnb,Ms Lorraine Walton,2023-01-30,2023-03-09,2023-03-12,3,430.74,70,12.92,86.15,35.09,118.01,312.73,143.58,4.9,Completed
BK002321,PROP011,Airbnb,Ms Leanne Walker,2023-01-23,2023-03-12,2023-03-14,2,254.06,70,7.62,50.81,56.38,134.0,120.06,127.03,,Completed
BK002322,PROP011,Airbnb,Scott Williams,2023-02-27,2023-03-14,2023-03-18,4,549.44,60,16.48,109.89,19.6,96.08000000000001,453.36,137.36,4.6,Completed
BK002323,PROP011,Airbnb,Geraldine Davies,2023-02-11,2023-03-18,2023-03-24,6,842.94,60,25.29,168.59,26.28,111.57,731.37,140.49,4.9,Completed
BK002324,PROP011,Airbnb,Tracey Harris,2023-01-24,2023-03-24,2023-03-29,5,719.9,70,21.6,143.98,21.44,113.03999999999999,606.86,143.98,4.3,Completed
BK002325,PROP011,Booking.com,Nigel Pollard,2023-01-30,2023-03-29,2023-04-02,4,483.84,60,14.52,96.77,25.31,99.83,384.01,120.96,4.9,Completed
BK002326,PROP011,Airbnb,Keith Mitchell-Webb,2023-03-02,2023-04-02,2023-04-07,5,630.05,70,18.9,126.01,31.26,120.16000000000001,509.89,126.01,4.9,Completed
BK002327,PROP011,Airbnb,Justin Wilson,2023-02-10,2023-04-07,2023-04-12,5,654.6,50,19.64,130.92,58.43,128.07,526.53,130.92,4.8,Completed
BK002328,PROP011,Booking.com,Angela Cross,2023-03-25,2023-04-12,2023-04-17,5,748.85,70,22.47,149.77,10.97,103.44,645.41,149.77,4.7,Completed
BK002329,PROP011,Airbnb,Miss Mandy Hale,2023-03-19,2023-04-17,2023-04-21,4,493.44,70,14.8,98.69,11.18,95.97999999999999,397.46,123.36,4.5,Completed
BK002330,PROP011,Booking.com,Frances Evans,2023-03-10,2023-04-23,2023-04-29,6,782.22,90,23.47,156.44,46.95,160.42000000000002,621.8,130.37,4.8,Completed
BK002331,PROP011,Airbnb,Andrew Evans,2023-04-04,2023-04-29,2023-05-04,5,694.25,70,20.83,138.85,15.34,106.17,588.08,138.85,4.5,Completed
BK002332,PROP011,Vrbo,Dr Tom Anderson,2023-04-27,2023-05-04,2023-05-11,7,908.67,90,27.26,181.73,33.49,150.75,757.92,129.81,4.4,Completed
BK002333,PROP011,Vrbo,Alex Cook,2023-04-01,2023-05-13,2023-05-20,7,815.85,80,24.48,163.17,22.49,126.97,688.88,116.55,5.0,Completed
BK002334,PROP011,Airbnb,Aaron Nolan,2023-04-11,2023-05-20,2023-05-22,2,273.92,50,8.22,54.78,12.81,71.03,202.89,136.96,4.7,Completed
BK002335,PROP011,Airbnb,Kate Ryan-Richards,2023-03-31,2023-05-22,2023-05-27,5,652.8,70,19.58,130.56,15.55,105.13,547.67,130.56,4.7,Completed
BK002336,PROP011,Booking.com,Leon Graham,2023-04-15,2023-05-27,2023-05-31,4,514.8,80,15.44,102.96,51.22,146.66,368.14,128.7,4.7,Completed
BK002337,PROP011,Airbnb,Elaine Turner,2023-05-06,2023-05-31,2023-06-06,6,775.98,60,23.28,155.2,38.09,121.37,654.61,129.33,4.7,Completed
BK002338,PROP011,Booking.com,Joshua Thomas,2023-04-18,2023-06-06,2023-06-12,6,1310.88,70,39.33,262.18,37.83,147.16,1163.72,218.48,4.8,Completed
BK002339,PROP011,Booking.com,Josh Wilson,2023-04-23,2023-06-14,2023-06-17,3,523.71,50,15.71,104.74,53.54,119.25,404.46,174.57,4.6,Completed
BK002340,PROP011,Airbnb,Nathan Thompson,2023-05-23,2023-06-17,2023-06-21,4,799.72,80,23.99,159.94,47.36,151.35,648.37,199.93,4.8,Completed
BK002341,PROP011,Airbnb,Lorraine Gregory,2023-05-02,2023-06-21,2023-06-24,3,495.48,80,14.86,99.1,28.11,122.97,372.51,165.16,4.7,Completed
BK002342,PROP011,Airbnb,Leah Bates-Hurst,2023-06-12,2023-06-24,2023-06-28,4,764.76,90,22.94,152.95,47.38,160.32,604.44,191.19,4.5,Completed
BK002343,PROP011,Booking.com,Megan Harris-Taylor,2023-05-02,2023-06-29,2023-07-04,5,1015.05,80,30.45,203.01,50.3,160.75,854.3,203.01,4.3,Completed
BK002344,PROP011,Airbnb,Mrs Patricia Tucker,2023-06-27,2023-07-04,2023-07-06,2,321.8,90,9.65,64.36,28.67,128.32,193.48,160.9,4.9,Completed
BK002345,PROP011,Airbnb,Dr Josh Begum,2023-05-22,2023-07-06,2023-07-10,4,783.36,90,23.5,156.67,34.6,148.1,635.26,195.84,5.0,Completed
BK002346,PROP011,Vrbo,Dr Keith Connolly,2023-05-17,2023-07-10,2023-07-17,7,1253.84,50,37.62,250.77,38.27,125.89000000000001,1127.95,179.12,5.0,Completed
BK002347,PROP011,Booking.com,Kathleen Doyle,2023-07-07,2023-07-17,2023-07-23,6,1095.24,60,32.86,219.05,49.93,142.79,952.45,182.54,4.9,Completed
BK002348,PROP011,Airbnb,Mrs Maureen Harrison,2023-07-14,2023-07-23,2023-07-28,5,883.05,90,26.49,176.61,42.51,159.0,724.05,176.61,4.9,Completed
BK002349,PROP011,Booking.com,Mr Duncan Foster,2023-06-06,2023-07-28,2023-08-01,4,665.84,80,19.98,133.17,32.56,132.54000000000002,533.3,166.46,5.0,Completed
BK002350,PROP011,Airbnb,Mathew Williams,2023-07-06,2023-08-01,2023-08-08,7,1154.37,70,34.63,230.87,13.65,118.28,1036.09,164.91,5.0,Completed
BK002351,PROP011,Airbnb,Hollie Jackson,2023-07-16,2023-08-08,2023-08-14,6,1051.74,80,31.55,210.35,54.47,166.01999999999998,885.72,175.29,4.7,Completed
BK002352,PROP011,Airbnb,Carol Clark,2023-07-13,2023-08-14,2023-08-20,6,1301.94,80,39.06,260.39,10.94,130.0,1171.94,216.99,5.0,Completed
BK002353,PROP011,Booking.com,Elliott Humphreys,2023-07-12,2023-08-20,2023-08-24,4,730.76,60,21.92,146.15,39.22,121.14,609.62,182.69,4.7,Completed
BK002354,PROP011,Airbnb,Frances Andrews,2023-07-28,2023-08-24,2023-08-31,7,1177.05,60,35.31,235.41,48.5,143.81,1033.24,168.15,4.7,Completed
BK002355,PROP011,Airbnb,Mrs Marian Edwards,2023-08-15,2023-08-31,2023-09-03,3,530.4,60,15.91,106.08,48.65,124.56,405.84,176.8,4.4,Completed
BK002356,PROP011,Booking.com,Ian Carr,2023-07-12,2023-09-04,2023-09-06,2,269.08,90,8.07,53.82,40.1,138.17,130.91,134.54,4.2,Completed
BK002357,PROP011,Airbnb,Dr Elliott Holmes,2023-08-12,2023-09-06,2023-09-12,6,826.86,70,24.81,165.37,57.73,152.54,674.32,137.81,4.4,Completed
BK002358,PROP011,Airbnb,Mrs Beverley Conway,2023-08-21,2023-09-12,2023-09-19,7,919.03,60,27.57,183.81,20.09,107.66,811.37,131.29,4.6,Completed
BK002359,PROP011,Booking.com,Lauren Smith,2023-08-17,2023-09-19,2023-09-22,3,331.86,70,9.96,66.37,11.36,91.32000000000001,240.54,110.62,5.0,Completed
BK002360,PROP011,Booking.com,Gail Davies,2023-08-01,2023-09-22,2023-09-27,5,695.7,50,20.87,139.14,32.2,103.07000000000001,592.63,139.14,4.7,Completed
BK002361,PROP011,Airbnb,Dr Glenn O'Neill,2023-09-09,2023-09-27,2023-10-02,5,703.35,50,21.1,140.67,32.34,103.44,599.91,140.67,4.8,Completed
BK002362,PROP011,Airbnb,Dr Stuart Edwards,2023-08-23,2023-10-04,2023-10-10,6,836.22,50,25.09,167.24,14.64,89.73,746.49,139.37,4.9,Completed
BK002363,PROP011,Airbnb,Joan Hunt,2023-09-05,2023-10-11,2023-10-13,2,254.56,60,7.64,50.91,47.83,115.47,139.09,127.28,4.7,Completed
BK002364,PROP011,Airbnb,Dawn Edwards,2023-10-03,2023-10-13,2023-10-17,4,522.6,70,15.68,104.52,30.76,116.44000000000001,406.16,130.65,4.9,Completed
BK002365,PROP011,airbnb,Samuel Davies,2023-09-13,2023-10-17,2023-10-21,4,536.88,80,16.11,107.38,22.76,118.87,418.01,134.22,4.9,Completed
BK002366,PROP011,Airbnb,Graeme Edwards-Newman,2023-08-23,2023-10-21,2023-10-23,2,260.24,80,7.81,52.05,50.17,137.98000000000002,122.26,130.12,4.5,Completed
BK002367,PROP011,Booking.com,Marian Williams-Griffin,2023-09-22,2023-10-24,2023-10-28,4,460.48,70,13.81,92.1,57.29,141.1,319.38,115.12,4.6,Completed
BK002368,PROP011,Booking.com,Mr Conor Bell,2023-09-23,2023-10-28,2023-10-31,3,449.85,50,13.5,89.97,42.52,106.02000000000001,343.83,149.95,5.0,Completed
BK002369,PROP011,Booking.com,Elaine Wilson,2023-10-15,2023-10-31,2023-11-04,4,527.0,70,15.81,105.4,12.27,98.08,428.92,131.75,4.5,Completed
BK002370,PROP011,Airbnb,Mr Toby Brown,2023-10-01,2023-11-05,2023-11-07,2,310.86,60,9.33,62.17,35.93,105.25999999999999,205.6,155.43,4.9,Completed
BK002371,PROP011,Booking.com,Robert Kennedy,2023-09-23,2023-11-09,2023-11-11,2,343.92,90,10.32,68.78,50.12,150.44,193.48,171.96,4.4,Completed
BK002372,PROP011,Airbnb,Mrs Diana Robertson,2023-10-26,2023-11-11,2023-11-15,4,593.16,90,17.79,118.63,30.74,138.53,454.63,148.29,4.8,Completed
BK002373,PROP011,Booking.com,Matthew Moore,2023-10-30,2023-11-15,2023-11-21,6,740.1,60,22.2,148.02,47.1,129.3,610.8,123.35,4.3,Completed
BK002374,PROP011,Airbnb,Keith Wilson-Edwards,2023-10-22,2023-11-21,2023-11-23,2,302.78,60,9.08,60.56,11.5,80.58,222.2,151.39,5.0,Completed
BK002375,PROP011,Booking.com,Sharon Quinn-Jackson,2023-10-29,2023-11-24,2023-11-28,4,662.84,90,19.89,132.57,26.05,135.94,526.9,165.71,4.3,Completed
BK002376,PROP011,Airbnb,Angela Bishop,2023-10-28,2023-11-28,2023-12-03,5,980.9,50,29.43,196.18,46.75,126.18,854.72,196.18,4.5,Completed
BK002377,PROP011,Booking.com,Jordan Matthews,2023-11-18,2023-12-03,2023-12-09,6,1088.52,80,32.66,217.7,48.13,160.79,927.73,181.42,4.8,Completed
BK002378,PROP011,Airbnb,Gail Begum,2023-11-08,2023-12-09,2023-12-11,2,304.34,50,9.13,60.87,27.43,86.56,217.78,152.17,4.8,Completed
BK002379,PROP011,Airbnb,Benjamin Weston-Turnbull,2023-11-02,2023-12-11,2023-12-13,2,316.92,80,9.51,63.38,33.22,122.73,194.19,158.46,4.5,Completed
BK002380,PROP011,Airbnb,Mohammad Scott,2023-11-08,2023-12-13,2023-12-16,3,528.03,90,15.84,105.61,50.47,156.31,371.72,176.01,4.7,Completed
BK002381,PROP011,Airbnb,Kevin Patel,2023-11-02,2023-12-16,2023-12-20,4,566.08,60,16.98,113.22,26.14,103.12,462.96,141.52,5.0,Completed
BK002382,PROP011,Booking.com,Hollie Howells,2023-12-03,2023-12-20,2023-12-25,5,835.3,80,25.06,167.06,47.44,152.5,682.8,167.06,4.6,Completed
BK002383,PROP011,Vrbo,Allan Davies,2023-12-07,2023-12-26,2023-12-29,3,502.92,90,15.09,100.58,16.49,121.58,381.34,167.64,4.2,Completed
BK002384,PROP011,Airbnb,Abigail Ward,2023-11-15,2023-12-29,2024-01-05,7,1068.13,50,32.04,213.63,45.86,127.89999999999999,940.23,152.59,4.7,Completed
BK002385,PROP011,Booking.com,Sophie Gallagher,2023-12-14,2024-01-07,2024-01-10,3,354.75,60,10.64,70.95,22.53,93.17,261.58,118.25,4.3,Completed
BK002386,PROP011,Airbnb,Jade Thompson,2023-11-30,2024-01-10,2024-01-17,7,720.09,80,21.6,144.02,43.42,145.01999999999998,575.07,102.87,4.6,Completed
BK002387,PROP011,Booking.com,Victor Blake,2023-12-07,2024-01-18,2024-01-21,3,373.2,70,11.2,74.64,31.1,112.30000000000001,260.9,124.4,4.9,Completed
BK002388,PROP011,Booking.com,Rosie Clements,2024-01-07,2024-01-23,2024-01-30,7,769.93,80,23.1,153.99,41.59,144.69,625.24,109.99,4.7,Completed
BK002389,PROP011,Airbnb,Dr Clifford Hall,2023-12-31,2024-01-30,2024-02-02,3,329.13,50,9.87,65.83,51.77,111.64,217.49,109.71,4.6,Completed
BK002390,PROP011,Booking.com,Mrs Hilary Fisher,2024-01-16,2024-02-02,2024-02-04,2,213.64,90,6.41,42.73,34.04,130.45,83.19,106.82,4.8,Completed
BK002391,PROP011,Airbnb,Rachel Smith,2024-01-16,2024-02-06,2024-02-11,5,578.8,80,17.36,115.76,59.63,156.99,421.81,115.76,4.9,Completed
BK002392,PROP011,Booking.com,Caroline Hawkins,2024-01-05,2024-02-11,2024-02-16,5,550.85,50,16.53,110.17,47.25,113.78,437.07,110.17,4.9,Completed
BK002393,PROP011,Booking.com,Wayne Cooke,2024-01-11,2024-02-16,2024-02-20,4,438.28,60,13.15,87.66,22.76,95.91000000000001,342.37,109.57,4.6,Completed
BK002394,PROP011,Airbnb,Lynn Brennan,2024-01-13,2024-02-20,2024-02-25,5,592.75,50,17.78,118.55,43.4,111.18,481.57,118.55,5.0,Completed
BK002395,PROP011,Airbnb,Ashleigh Holden,2024-01-17,2024-02-25,2024-02-27,2,242.56,70,7.28,48.51,31.33,108.61,133.95,121.28,4.7,Completed
BK002396,PROP011,Booking.com,Jake Moss,2024-02-15,2024-02-27,2024-02-29,2,185.98,60,5.58,37.2,58.75,124.33,61.65,92.99,5.0,Completed
BK002397,PROP011,Airbnb,Mr Leslie Akhtar,2024-01-27,2024-02-29,2024-03-07,7,800.8,70,,160.16,16.31,110.33,690.47,114.4,5.0,Completed
BK002398,PROP011,Vrbo,Mrs Alexandra Parkes,2024-02-20,2024-03-07,2024-03-13,6,705.84,50,21.18,141.17,58.31,129.49,576.35,117.64,4.8,Completed
BK002399,PROP011,Booking.com,Mr Mathew Parsons,2024-01-19,2024-03-13,2024-03-19,6,881.94,60,26.46,176.39,17.09,103.55000000000001,778.39,146.99,5.0,Completed
BK002400,PROP011,Booking.com,Jeffrey Cox-Giles,2024-02-11,2024-03-23,2024-03-26,3,390.36,70,11.71,78.07,36.28,117.99000000000001,272.37,130.12,4.4,Completed
BK002401,PROP011,Airbnb,Carl Jenkins,2024-03-07,2024-03-26,2024-04-01,6,801.84,50,24.06,160.37,50.01,124.07,677.77,133.64,4.8,Completed
BK002402,PROP011,Booking.com,Jordan Jackson,2024-02-16,2024-04-01,2024-04-04,3,397.68,70,11.93,79.54,17.94,99.87,297.81,132.56,5.0,Completed
BK002403,PROP011,Vrbo,Tina Lewis,2024-03-03,2024-04-04,2024-04-07,3,447.03,60,13.41,89.41,37.04,110.44999999999999,336.58,149.01,4.9,Completed
BK002404,PROP011,Vrbo,Beth Patel,2024-03-15,2024-04-07,2024-04-11,4,498.8,50,14.96,99.76,57.95,122.91000000000001,375.89,124.7,,Completed
BK002405,PROP011,Airbnb,Carl Quinn,2024-03-29,2024-04-11,2024-04-17,6,772.32,80,23.17,154.46,54.69,157.86,614.46,128.72,4.4,Completed
BK002406,PROP011,Airbnb,Gordon Saunders,2024-03-25,2024-04-18,2024-04-20,2,290.1,50,8.7,58.02,22.57,81.27000000000001,208.83,145.05,4.5,Completed
BK002407,PROP011,airbnb,Katy Ward,2024-02-27,2024-04-20,2024-04-27,7,990.99,90,29.73,198.2,39.7,159.43,831.56,141.57,4.7,Completed
BK002408,PROP011,Airbnb,Stuart Woodward,2024-03-03,2024-04-28,2024-05-01,3,367.47,60,11.02,73.49,34.05,105.07,262.4,122.49,4.9,Completed
BK002409,PROP011,Airbnb,Heather Nicholls,2024-04-14,2024-05-01,2024-05-06,5,557.9,60,16.74,111.58,42.3,119.03999999999999,438.86,111.58,4.7,Completed
BK002410,PROP011,Vrbo,Lorraine Farrell,2024-04-23,2024-05-06,2024-05-10,4,528.88,50,15.87,105.78,21.32,87.19,441.69,132.22,5.0,Completed
BK002411,PROP011,Airbnb,Georgina Jones,2024-04-07,2024-05-10,2024-05-12,2,249.0,90,7.47,49.8,57.22,154.69,94.31,124.5,4.8,Completed
BK002412,PROP011,Airbnb,Heather Ford,2024-05-01,2024-05-13,2024-05-20,7,974.26,70,29.23,194.85,48.03,147.26,827.0,139.18,4.7,Completed
BK002413,PROP011,Airbnb,Alison Jones-Khan,2024-04-16,2024-05-21,2024-05-25,4,558.0,90,16.74,111.6,15.13,121.86999999999999,436.13,139.5,4.4,Completed
BK002414,PROP011,Airbnb,Roger Foster,2024-04-03,2024-05-25,2024-06-01,7,955.36,80,28.66,191.07,24.94,133.6,821.76,136.48,4.5,Completed
BK002415,PROP011,Vrbo,Colin Kirk-Holloway,2024-04-11,2024-06-01,2024-06-06,5,863.0,60,25.89,172.6,13.52,99.41,763.59,172.6,4.7,Completed
BK002416,PROP011,Booking.com,Mrs Anna Webb,2024-05-25,2024-06-06,2024-06-10,4,708.28,50,21.25,141.66,29.08,100.33,607.95,177.07,4.9,Completed
BK002417,PROP011,Booking.com,Louise Palmer,2024-04-11,2024-06-10,2024-06-15,5,946.45,90,28.39,189.29,18.42,136.81,809.64,189.29,4.9,Completed
BK002418,PROP011,Airbnb,Joe Martin,2024-04-25,2024-06-15,2024-06-19,4,700.24,60,21.01,140.05,36.14,117.15,583.09,175.06,5.0,Completed
BK002419,PROP011,Booking.com,Shaun Moore-Humphreys,2024-05-15,2024-06-20,2024-06-26,6,995.64,70,29.87,199.13,22.06,121.93,873.71,165.94,4.6,Completed
BK002420,PROP011,Booking.com,Jade Walker-Young,2024-06-04,2024-06-26,2024-07-01,5,994.35,50,29.83,198.87,41.9,121.72999999999999,872.62,198.87,4.8,Completed
BK002421,PROP011,Booking.com,Shaun Morrison,2024-06-10,2024-07-01,2024-07-05,4,706.24,90,21.19,141.25,26.44,137.63,568.61,176.56,5.0,Completed
BK002422,PROP011,Booking.com,Miss Ann Wright,2024-06-15,2024-07-05,2024-07-07,2,387.2,50,11.62,77.44,15.06,76.67999999999999,310.52,193.6,4.9,Completed
BK002423,PROP011,Booking.com,Kathryn Jones,2024-06-26,2024-07-07,2024-07-12,5,883.6,60,26.51,176.72,39.55,126.06,757.54,176.72,4.2,Completed
BK002424,PROP011,Airbnb,Dr Carly Wallace,2024-06-04,2024-07-12,2024-07-18,6,995.34,90,29.86,199.07,51.87,171.73,823.61,165.89,5.0,Completed
BK002425,PROP011,Booking.com,Brian Williams,2024-06-02,2024-07-18,2024-07-20,2,278.18,90,8.35,55.64,15.39,113.74,164.44,139.09,4.3,Completed
BK002426,PROP011,Booking.com,Dr Harriet Boyle,2024-06-22,2024-07-20,2024-07-26,6,1084.44,50,32.53,216.89,15.87,98.4,986.04,180.74,5.0,Completed
BK002427,PROP011,Airbnb,Tony Naylor,2024-06-04,2024-07-26,2024-08-02,7,1145.9,90,34.38,229.18,31.09,155.47,990.43,163.7,4.6,Completed
BK002428,PROP011,Airbnb,Dr Paul Matthews,2024-06-25,2024-08-02,2024-08-06,4,832.28,80,24.97,166.46,52.61,157.57999999999998,674.7,208.07,5.0,Completed
BK002429,PROP011,Airbnb,Francesca Thomas,2024-06-26,2024-08-06,2024-08-11,5,803.3,80,24.1,160.66,43.45,147.55,655.75,160.66,4.6,Completed
BK002430,PROP011,Vrbo,Keith Dixon-Dean,2024-06-16,2024-08-11,2024-08-13,2,353.84,70,10.62,70.77,14.94,95.56,258.28,176.92,4.6,Completed
BK002431,PROP011,Airbnb,Mr Jay O'Neill,2024-06-18,2024-08-14,2024-08-21,7,1184.61,80,35.54,236.92,52.47,168.01,1016.6,169.23,4.9,Completed
BK002432,PROP011,Booking.com,Carol Hartley,2024-07-27,2024-08-21,2024-08-25,4,643.92,60,19.32,128.78,23.83,103.14999999999999,540.77,160.98,4.7,Completed
BK002433,PROP011,Airbnb,Jason Gibbs,2024-07-16,2024-08-25,2024-09-01,7,1165.5,70,34.96,233.1,48.43,153.39000000000001,1012.11,166.5,4.6,Completed
BK002434,PROP011,Booking.com,Joel Harris,2024-07-09,2024-09-01,2024-09-08,7,890.96,70,26.73,178.19,47.04,143.77,747.19,127.28,4.8,Completed
BK002435,PROP011,Airbnb,Pamela Allen,2024-07-18,2024-09-08,2024-09-13,5,676.95,50,20.31,135.39,26.69,97.0,579.95,135.39,4.7,Completed
